estado,municipio,cve_inegi,Pob_Indigena,Mayoria_indigena,grado_escolar,grado_escolar_h,grado_escolar_m,Entre_3_5_En_escuela,Entre_3_5_En_escuela_Hombres,Entre_3_5_En_escuela_Mujeres,Mas_15_con_Sec,Mas15H,Mas15M,PEA,PEA_H,PEA_M
Mexico,La Paz,15070,1.48,Mestizo,8.69,8.89,8.51,0.69,0.69,0.69,0.27,0.29,0.26,55.3,75.23,36.74
Puebla,Amozoc,21015,1.47,Mestizo,8.11,8.43,7.81,0.86,0.85,0.86,0.25,0.27,0.23,51.79,75.51,30.07
Veracruz de Ignacio de la Llave,Pueblo Viejo,30133,1.47,Mestizo,7.91,8.05,7.78,0.69,0.71,0.67,0.26,0.28,0.23,52,74.28,29.89
Nuevo Leon,Cienega de Flores,19012,1.47,Mestizo,8.53,8.66,8.4,0.75,0.74,0.75,0.39,0.39,0.38,59.5,80.25,38.1
Oaxaca,Santiago Nacaltepec,20478,1.46,Mestizo,5.17,5.44,4.94,1,1.22,0.83,0.13,0.13,0.12,38.77,62.36,17.64
Veracruz de Ignacio de la Llave,Cuichapa,30052,1.44,Mestizo,6.79,6.92,6.68,0.55,0.57,0.53,0.21,0.22,0.2,43.34,70.36,19.41
Durango,Guanacevi,10009,1.44,Mestizo,5.65,5.51,5.8,0.69,0.67,0.7,0.21,0.19,0.23,45.59,75.08,13.87
Puebla,Atzitzihuacan,21022,1.44,Mestizo,5.5,5.6,5.43,0.58,0.57,0.6,0.17,0.16,0.17,42.56,72.74,18.13
Chihuahua,Manuel Benavides,8042,1.44,Mestizo,5.65,5.53,5.8,0.63,0.62,0.63,0.14,0.12,0.16,47.17,73.29,15.21
Oaxaca,Santa Ana Tavela,20357,1.43,Mestizo,5.83,5.87,5.79,1.2,1.78,0.73,0.14,0.17,0.12,41.01,67.65,16.04
Sonora,Carbo,26020,1.42,Mestizo,7.34,7.13,7.59,0.57,0.7,0.43,0.21,0.21,0.21,54.4,76.38,28.33
Guerrero,Chilpancingo de los Bravo,12029,1.41,Mestizo,9.6,9.76,9.46,1.01,1,1.02,0.17,0.18,0.16,53.96,72.21,37.83
Oaxaca,Santiago Llano Grande,20474,1.41,Mestizo,6.64,6.75,6.53,1.04,1.01,1.07,0.16,0.18,0.14,44.07,68.79,20.96
Oaxaca,Santiago Niltepec,20066,1.4,Mestizo,6.05,6.37,5.74,1.03,0.95,1.11,0.17,0.18,0.15,45.56,71.7,19.99
Oaxaca,San Martin Huamelulpam,20239,1.39,Mestizo,6.99,7.5,6.58,0.55,0.56,0.54,0.22,0.28,0.18,50,63.74,39.54
Oaxaca,San Francisco Sola,20149,1.39,Mestizo,4.98,5.05,4.92,0.31,0.35,0.27,0.09,0.1,0.08,47.44,67.91,28.47
Oaxaca,San Lorenzo Victoria,20230,1.39,Mestizo,4.95,5.22,4.72,1.25,1.5,1.06,0.19,0.2,0.19,29.58,43.92,16.98
Oaxaca,San Jose del Penasco,20167,1.38,Mestizo,4.93,5.36,4.56,0.78,0.76,0.8,0.13,0.16,0.1,55.15,79.69,33.04
Chihuahua,Bachiniva,8006,1.38,Mestizo,6.15,5.84,6.47,0.74,0.67,0.83,0.16,0.14,0.17,45.09,73.63,15.53
Veracruz de Ignacio de la Llave,Altotonga,30010,1.38,Mestizo,5.71,5.88,5.56,0.52,0.51,0.53,0.15,0.16,0.14,49.28,78.67,22.93
Michoacan de Ocampo,Susupuato,16081,1.38,Mestizo,4.8,4.7,4.9,0.52,0.51,0.54,0.15,0.14,0.15,41.31,75.87,8.11
Jalisco,Colotlan,14025,1.37,Mestizo,8.09,8.04,8.14,0.95,0.95,0.94,0.19,0.18,0.19,48.94,67.71,32.08
Chihuahua,Cuauhtemoc,8017,1.37,Mestizo,8.37,8.27,8.46,0.55,0.54,0.57,0.21,0.2,0.22,54.1,76.27,33.12
Mexico,Xonacatlan,15115,1.37,Mestizo,8.41,8.68,8.15,0.74,0.73,0.75,0.29,0.31,0.27,52.1,75.44,29.82
Oaxaca,Santo Domingo Zanatepec,20525,1.36,Mestizo,6.15,6.45,5.86,1.04,1,1.08,0.16,0.17,0.15,46.55,72.1,21.53
Sinaloa,Sinaloa,25017,1.36,Mestizo,6.64,6.49,6.79,0.76,0.77,0.75,0.17,0.16,0.17,43.35,72.15,13.57
Puebla,San Jeronimo Tecuanipan,21126,1.36,Mestizo,6.69,6.93,6.48,0.65,0.67,0.64,0.19,0.2,0.18,57.19,77.81,39.13
Veracruz de Ignacio de la Llave,Chinameca,30059,1.35,Mestizo,7.05,7.43,6.7,0.83,0.94,0.74,0.19,0.22,0.16,50.05,75.68,26.31
Mexico,Tezoyuca,15100,1.35,Mestizo,8.6,8.74,8.47,0.72,0.71,0.74,0.31,0.32,0.29,51.66,74.27,30.01
Oaxaca,San Juan Teposcolula,20221,1.34,Mestizo,6.31,6.74,5.93,0.89,1,0.79,0.24,0.26,0.22,46.72,67.89,28.08
Chihuahua,Gran Morelos,8026,1.34,Mestizo,5.99,5.66,6.34,0.64,0.61,0.67,0.18,0.16,0.2,46.61,71.66,20.05
Mexico,Texcoco,15099,1.34,Mestizo,9.67,9.89,9.47,0.79,0.79,0.79,0.25,0.26,0.24,52.25,70.17,35.24
Oaxaca,San Martin Zacatepec,20245,1.33,Mestizo,4.78,4.81,4.75,1,1,1,0.18,0.16,0.2,31.61,50.9,15.16
Jalisco,San Cristobal de la Barranca,14071,1.32,Mestizo,5.92,5.7,6.14,0.68,0.54,0.89,0.25,0.22,0.27,41.02,65.73,17.22
Oaxaca,San Juan Yucuita,20224,1.32,Mestizo,7.12,7.26,7,0.61,0.86,0.45,0.2,0.23,0.17,44.13,62.65,28.98
Mexico,Chiconcuac,15030,1.31,Mestizo,9.26,9.47,9.07,0.75,0.7,0.82,0.29,0.31,0.28,55.13,76.39,35.33
Michoacan de Ocampo,Yurecuaro,16106,1.31,Mestizo,6.29,6.43,6.16,0.71,0.7,0.72,0.13,0.13,0.13,50.76,76.98,26.91
Oaxaca,San Agustin Etla,20084,1.31,Mestizo,9.61,10.03,9.24,1.07,0.97,1.2,0.25,0.27,0.23,54.3,70.46,40.26
Oaxaca,Martires de Tacubaya,20056,1.31,Mestizo,6.17,6.64,5.74,0.93,0.93,0.93,0.16,0.19,0.13,42.66,68.85,18.17
Puebla,Libres,21094,1.31,Mestizo,7.37,7.41,7.34,0.71,0.71,0.71,0.24,0.25,0.24,48.23,73.89,25.3
Veracruz de Ignacio de la Llave,Cerro Azul,30034,1.31,Mestizo,9.09,9.41,8.82,0.74,0.76,0.72,0.2,0.22,0.19,47.83,66.63,31.53
Veracruz de Ignacio de la Llave,Yecuatla,30197,1.3,Mestizo,5.66,5.82,5.5,0.6,0.57,0.63,0.14,0.14,0.13,43.94,74.02,15.45
Jalisco,Chimaltitan,14031,1.3,Mestizo,5.67,5.77,5.57,0.7,0.63,0.8,0.16,0.16,0.16,36.91,56.64,17.66
Veracruz de Ignacio de la Llave,Coatzacoalcos,30039,1.3,Mestizo,9.44,9.85,9.07,0.86,0.85,0.87,0.2,0.2,0.19,55.71,74.48,38.52
Oaxaca,Santa Ana Tlapacoyan,20358,1.29,Mestizo,5.19,5.13,5.25,0.89,0.71,1.1,0.14,0.15,0.14,51.38,73.14,32.84
Oaxaca,Loma Bonita,20044,1.29,Mestizo,6.33,6.44,6.23,0.7,0.69,0.72,0.18,0.18,0.18,52.36,76.7,30.99
Tlaxcala,Santa Catarina Ayometla,29058,1.29,Mestizo,8.29,8.82,7.81,0.72,0.71,0.72,0.25,0.27,0.24,45.02,66.46,25.79
Veracruz de Ignacio de la Llave,Panuco,30123,1.27,Mestizo,7.55,7.56,7.53,0.76,0.76,0.77,0.21,0.22,0.21,47.6,73.64,22.26
Oaxaca,Santa Maria Nduayaco,20423,1.27,Mestizo,5.08,5.61,4.57,1.06,1,1.17,0.13,0.18,0.09,49.45,73.01,25.99
Durango,Ocampo,10017,1.27,Mestizo,7.47,7.19,7.77,0.75,0.73,0.77,0.23,0.22,0.24,48.67,74.27,21.81
Guerrero,Zihuatanejo de Azueta,12038,1.27,Mestizo,8.31,8.49,8.15,0.92,0.9,0.94,0.22,0.22,0.21,58.08,77.55,39.53
Chihuahua,Rosales,8055,1.26,Mestizo,7.35,7.01,7.69,0.57,0.6,0.53,0.24,0.21,0.28,50.88,72.7,28.64
Zacatecas,Tlaltenango de Sanchez Roman,32048,1.25,Mestizo,7.5,7.43,7.57,0.94,0.95,0.92,0.2,0.18,0.22,51.9,75.11,30.37
Durango,Inde,10011,1.25,Mestizo,6.47,6.24,6.7,0.63,0.62,0.63,0.22,0.2,0.25,45.02,77.1,12.16
Tamaulipas,Nuevo Morelos,28028,1.24,Mestizo,6.9,6.62,7.21,0.73,0.77,0.68,0.3,0.3,0.31,44.65,71.79,15.9
Chiapas,San Fernando,7079,1.24,Mestizo,5.83,6.25,5.4,0.7,0.69,0.71,0.17,0.19,0.16,49.2,80.48,17.51
Oaxaca,San Pablo Huixtepec,20295,1.23,Mestizo,7.59,7.95,7.27,0.81,0.79,0.83,0.18,0.18,0.18,49.99,71.67,31.05
Oaxaca,San Andres Cabecera Nueva,20088,1.23,Mestizo,5.61,5.96,5.28,0.81,0.77,0.84,0.15,0.16,0.13,39.02,68,11.78
Chihuahua,Camargo,8011,1.22,Mestizo,8.64,8.5,8.77,0.83,0.8,0.86,0.26,0.25,0.26,51.29,72.74,30.64
Durango,San Bernardo,10025,1.22,Mestizo,6.14,5.89,6.42,0.8,0.87,0.74,0.2,0.16,0.23,45.76,74.8,12.96
Oaxaca,San Vicente Nunu,20536,1.22,Mestizo,6.15,6.44,5.91,1.29,1.5,1.2,0.1,0.12,0.07,46.67,73.16,24.78
Oaxaca,Villa Tejupam de la Union,20486,1.22,Mestizo,6.52,6.7,6.36,1.03,0.94,1.14,0.18,0.21,0.16,46.72,68.25,27.27
Chihuahua,Ascension,8005,1.21,Mestizo,6.73,6.62,6.85,0.42,0.41,0.44,0.17,0.16,0.19,54.56,80.2,27.21
Mexico,Naucalpan de Juarez,15057,1.21,Mestizo,9.73,10.04,9.44,0.72,0.72,0.71,0.24,0.26,0.23,55.69,73.49,39.31
Veracruz de Ignacio de la Llave,Tuxpan,30189,1.21,Mestizo,8.8,8.97,8.64,0.71,0.7,0.72,0.21,0.23,0.2,52.5,73.48,33.13
Chiapas,Nicolas Ruiz,7058,1.2,Mestizo,4.56,4.77,4.33,0.4,0.3,0.5,0.12,0.14,0.11,43.97,78.25,7.23
Hidalgo,Tizayuca,13069,1.2,Mestizo,9.17,9.3,9.04,0.72,0.7,0.74,0.31,0.31,0.3,54.18,76.54,32.97
Veracruz de Ignacio de la Llave,Cordoba,30044,1.2,Mestizo,8.97,9.15,8.82,0.71,0.73,0.68,0.19,0.19,0.18,55.2,74.24,39.17
Oaxaca,San Pedro Martir Quiechapa,20316,1.2,Mestizo,6.05,5.92,6.16,1.33,1.45,1.25,0.21,0.22,0.2,18.49,34.94,5.19
Mexico,Tonanitla,15125,1.19,Mestizo,8.82,8.94,8.7,0.66,0.64,0.68,0.29,0.31,0.27,55.69,74.53,37.56
Oaxaca,Guadalupe de Ramirez,20034,1.19,Mestizo,5.53,5.68,5.39,0.68,0.84,0.5,0.15,0.16,0.15,30.99,54.76,9.63
Puebla,Atzitzintla,21023,1.19,Mestizo,5.13,5.01,5.25,0.57,0.58,0.57,0.17,0.16,0.18,43.22,76.96,11.62
Puebla,Chapulco,21046,1.19,Mestizo,6.21,6.59,5.89,0.58,0.53,0.63,0.2,0.23,0.18,53.24,76.91,32.1
Mexico,Ocoyoacac,15062,1.18,Mestizo,9.27,9.64,8.92,0.74,0.74,0.73,0.29,0.31,0.27,52.27,73.79,31.94
Oaxaca,San Juan Sayultepec,20215,1.18,Mestizo,7.72,7.97,7.5,1.12,1.09,1.13,0.28,0.35,0.22,52.41,71.17,35.94
CDMX,Xochimilco,9013,1.18,Mestizo,10.15,10.27,10.04,0.9,0.89,0.9,0.22,0.23,0.21,55.38,70.2,41.11
Tlaxcala,Santa Isabel Xiloxoxtla,29060,1.17,Mestizo,8.37,8.51,8.25,0.76,0.73,0.81,0.32,0.33,0.31,52.68,74,34.03
Oaxaca,San Francisco Cahuacua,20137,1.17,Mestizo,5.87,6.18,5.59,0.87,0.87,0.87,0.19,0.21,0.17,40.32,70.1,12.29
Oaxaca,Teotongo,20547,1.16,Mestizo,6.13,6.49,5.83,1.12,1.67,0.82,0.14,0.16,0.13,52.39,74.93,33.17
Chiapas,Tzimol,7104,1.16,Mestizo,4.93,5.18,4.69,0.74,0.77,0.71,0.16,0.17,0.15,49,82.34,17.37
Puebla,Cuyoaco,21044,1.15,Mestizo,6.61,6.81,6.43,0.77,0.77,0.76,0.26,0.28,0.25,43.77,76.06,14.93
Oaxaca,Santa Cruz Tayata,20383,1.15,Mestizo,6.68,6.95,6.43,1.32,1.57,1.17,0.13,0.14,0.13,40.72,62.83,20.56
Chiapas,Tapachula,7089,1.15,Mestizo,8.32,8.65,8.03,0.68,0.68,0.68,0.19,0.19,0.19,52.27,73.6,33.23
Chiapas,Escuintla,7032,1.15,Mestizo,6.29,6.52,6.07,0.8,0.81,0.78,0.16,0.16,0.16,44.19,73.53,16.29
Oaxaca,San Felipe Tejalapam,20135,1.14,Mestizo,6.73,6.94,6.55,0.51,0.53,0.49,0.24,0.26,0.23,46.63,71.94,24.2
Tlaxcala,Totolac,29036,1.14,Mestizo,10.51,10.66,10.37,0.8,0.85,0.75,0.23,0.25,0.21,55.15,69.9,42.19
Guerrero,Cuautepec,12025,1.14,Mestizo,6.03,6.37,5.71,0.73,0.73,0.74,0.21,0.24,0.18,40.36,70.09,10.48
Oaxaca,San Jeronimo Coatlan,20159,1.14,Mestizo,5.42,5.6,5.25,0.86,0.84,0.88,0.19,0.21,0.18,38.83,66.23,13.73
Guerrero,Atoyac de alvarez,12011,1.14,Mestizo,7.24,7.45,7.05,1.03,1.01,1.04,0.19,0.2,0.18,48.72,75.56,23.54
Oaxaca,Villa de Tamazulapam del Progreso,20540,1.13,Mestizo,8.26,8.25,8.28,1.1,1.08,1.11,0.16,0.17,0.14,52.23,70.05,37.42
Hidalgo,Juarez Hidalgo,13033,1.13,Mestizo,6.04,6.15,5.94,0.92,0.8,1.06,0.24,0.25,0.23,38.11,64.48,13.96
Tamaulipas,Altamira,28003,1.13,Mestizo,8.7,8.84,8.56,0.7,0.69,0.71,0.24,0.25,0.23,53.88,76.14,32.03
Oaxaca,Santo Domingo Armenta,20507,1.12,Mestizo,5,4.84,5.16,0.62,0.68,0.58,0.17,0.18,0.16,38.12,65.58,11.44
Tlaxcala,San Juan Huactzinco,29053,1.11,Mestizo,9.57,9.63,9.51,0.78,0.76,0.8,0.21,0.23,0.21,55.51,72.77,40.74
Tlaxcala,Tepeyanco,29029,1.1,Mestizo,9.27,9.47,9.11,0.7,0.75,0.65,0.27,0.29,0.25,49.88,71.34,31.6
Oaxaca,Santa Maria Mixtequilla,20421,1.1,Mestizo,7.37,7.7,7.07,0.85,0.82,0.88,0.19,0.2,0.18,43.51,66.33,22.31
Chiapas,Frontera Comalapa,7034,1.1,Mestizo,6.12,6.54,5.73,0.74,0.75,0.73,0.18,0.19,0.17,45.61,79.01,14.61
Guerrero,Arcelia,12007,1.1,Mestizo,7.3,7.52,7.11,0.96,0.94,0.98,0.17,0.18,0.16,47.67,70.66,26.44
Tamaulipas,Soto la Marina,28037,1.09,Mestizo,6.77,6.68,6.86,0.65,0.62,0.69,0.19,0.18,0.2,47.9,76.87,17.46
Sinaloa,Ahome,25001,1.09,Mestizo,9.64,9.64,9.63,0.8,0.81,0.79,0.18,0.18,0.18,51.72,71.11,33.15
Chiapas,Bejucal de Ocampo,7010,1.09,Mestizo,5.14,5.47,4.8,0.62,0.59,0.65,0.16,0.16,0.15,41.95,77.05,6.55
Morelos,Xochitepec,17028,1.09,Mestizo,8.02,8.06,7.98,0.65,0.67,0.64,0.28,0.28,0.27,57.12,77.74,35.9
Michoacan de Ocampo,Zacapu,16107,1.08,Mestizo,8.26,8.39,8.15,0.82,0.82,0.82,0.19,0.19,0.2,48.81,71.35,28.5
Nuevo Leon,Santiago,19049,1.08,Mestizo,9.23,9.34,9.13,0.84,0.83,0.85,0.22,0.24,0.2,51.9,72.97,30.68
Oaxaca,La Reforma,20076,1.08,Mestizo,5.91,6.07,5.78,0.99,1.02,0.97,0.21,0.21,0.21,32.68,60.02,10.02
Mexico,Chalco,15025,1.07,Mestizo,8.61,8.77,8.46,0.71,0.7,0.71,0.3,0.32,0.28,52.05,73.68,31.9
Oaxaca,Reyes Etla,20077,1.07,Mestizo,8.14,8.36,7.95,0.76,0.78,0.74,0.23,0.24,0.22,52.8,74.31,33.67
Jalisco,Acatlan de Juarez,14002,1.06,Mestizo,8.14,8.34,7.93,0.67,0.66,0.67,0.26,0.27,0.24,45.59,59.3,30.01
Nuevo Leon,El Carmen,19010,1.06,Mestizo,8.48,8.61,8.34,0.71,0.75,0.67,0.35,0.37,0.33,54.2,78.41,29.83
Chiapas,La Grandeza,7036,1.06,Mestizo,6.11,6.52,5.71,0.68,0.67,0.69,0.16,0.19,0.14,40.77,71.69,10.83
Sonora,Puerto Penasco,26048,1.06,Mestizo,9.04,9.02,9.07,0.61,0.58,0.64,0.23,0.22,0.24,57.32,75.61,37.95
Veracruz de Ignacio de la Llave,Rio Blanco,30138,1.05,Mestizo,9.77,10.01,9.58,0.88,0.89,0.86,0.2,0.21,0.19,51.32,67.84,37.3
Jalisco,Tuxcacuesco,14106,1.04,Mestizo,5.95,5.76,6.14,0.91,0.87,0.97,0.16,0.15,0.17,39.6,57.91,20.92
Tlaxcala,Apetatitlan de Antonio Carvajal,29002,1.03,Mestizo,10.22,10.45,10.02,0.87,0.85,0.9,0.22,0.22,0.22,55.28,70.35,41.81
Nayarit,San Blas,18012,1.03,Mestizo,7.21,7.09,7.35,0.71,0.67,0.76,0.26,0.26,0.27,56.88,80.9,28.5
Colima,Tecoman,6009,1.03,Mestizo,7.14,7.07,7.2,0.73,0.71,0.75,0.21,0.21,0.22,58.41,78.56,38.13
Puebla,Quimixtlan,21116,1.02,Mestizo,4.55,4.82,4.28,0.73,0.72,0.73,0.13,0.15,0.11,42.21,77.04,8.16
Veracruz de Ignacio de la Llave,Ixhuatlan del Sureste,30082,1.02,Mestizo,7.28,7.85,6.72,0.62,0.66,0.58,0.19,0.21,0.18,45.79,71.26,21.17
Tlaxcala,Tlaxcala,29033,1.02,Mestizo,11.34,11.51,11.2,0.85,0.82,0.89,0.19,0.2,0.18,56.3,70.15,44.25
Oaxaca,San Mateo Etlatongo,20250,1.02,Mestizo,6.57,7.06,6.15,0.6,0.65,0.57,0.22,0.27,0.18,49,70.71,30.08
Tabasco,Balancan,27001,1.02,Mestizo,7.09,7.18,7.01,0.98,0.94,1.01,0.22,0.22,0.23,45.45,74.81,16.63
Hidalgo,El Arenal,13009,1.01,Mestizo,7.78,7.72,7.84,0.76,0.74,0.77,0.35,0.33,0.36,49.68,73.91,28.12
Puebla,Epatlan,21062,1,Mestizo,6.25,6.28,6.21,1.03,1.07,0.99,0.17,0.17,0.18,45.72,64.17,29.76
Chihuahua,Allende,8003,1,Mestizo,8.02,7.63,8.41,1.03,1.09,0.97,0.21,0.2,0.22,47.84,71.4,23.92
Morelos,Yautepec,17029,0.99,Mestizo,8.48,8.55,8.4,0.65,0.62,0.67,0.26,0.27,0.26,55.28,74.45,37.73
Michoacan de Ocampo,Jacona,16043,0.99,Mestizo,6.68,6.88,6.5,0.62,0.63,0.61,0.16,0.17,0.16,55.46,76.28,36.28
Veracruz de Ignacio de la Llave,Hidalgotitlan,30070,0.99,Mestizo,5.96,6.04,5.87,0.78,0.8,0.76,0.16,0.17,0.15,43.7,77.07,10.27
Chihuahua,Satevo,8061,0.98,Mestizo,6.24,6.07,6.42,0.58,0.7,0.46,0.19,0.18,0.2,43.69,73.67,11.18
Oaxaca,San Juan del Estado,20193,0.98,Mestizo,6.76,6.91,6.64,0.62,0.8,0.47,0.21,0.23,0.19,40.36,56.09,26.54
Chiapas,Union Juarez,7105,0.98,Mestizo,6.84,7.16,6.55,0.72,0.71,0.73,0.2,0.21,0.2,40.21,70.45,12.45
Puebla,Xiutetelco,21199,0.98,Mestizo,5.5,5.74,5.29,0.64,0.65,0.63,0.18,0.2,0.17,52,81.5,25.38
Puebla,Acatlan,21003,0.97,Mestizo,7.58,7.69,7.48,1.06,1.09,1.03,0.18,0.2,0.17,48.13,69.48,30.87
Colima,Cuauhtemoc,6005,0.97,Mestizo,8.24,8.14,8.35,0.88,0.84,0.93,0.22,0.23,0.22,52.27,72.62,32.35
Guerrero,Acapulco de Juarez,12001,0.97,Mestizo,8.93,9.18,8.71,0.75,0.75,0.76,0.2,0.21,0.19,56.06,74.26,39.53
Puebla,Atexcal,21018,0.96,Mestizo,5.89,6.18,5.63,0.77,0.73,0.84,0.19,0.19,0.18,46.55,68.92,27.27
Oaxaca,San Pablo Coatlan,20291,0.96,Mestizo,5.25,5.51,5.02,0.72,0.75,0.69,0.17,0.17,0.17,39.37,69.02,12.74
Oaxaca,San Juan Bautista Suchitepec,20181,0.96,Mestizo,4.8,5.21,4.46,1.17,1.17,1.17,0.12,0.16,0.08,42.69,72.67,17.02
Chihuahua,Santa Barbara,8060,0.96,Mestizo,8.47,8.29,8.64,0.88,0.91,0.85,0.26,0.26,0.26,44.67,68.65,21.06
Oaxaca,San Sebastian Coatlan,20344,0.96,Mestizo,5.27,5.74,4.84,0.66,0.69,0.64,0.16,0.17,0.14,43.49,73.05,16.91
Chiapas,Montecristo de Guerrero,7117,0.96,Mestizo,4.93,5.21,4.65,0.5,0.5,0.5,0.17,0.19,0.16,41.69,77.01,5.89
Hidalgo,Molango de Escamilla,13042,0.95,Mestizo,7.1,7.04,7.15,0.74,0.75,0.73,0.25,0.25,0.25,46.33,72.12,22.06
Puebla,Cuautlancingo,21041,0.95,Mestizo,9.57,9.87,9.3,0.94,0.95,0.94,0.24,0.25,0.23,55.39,75.07,37.39
Veracruz de Ignacio de la Llave,Tlapacoyan,30183,0.95,Mestizo,6.73,6.85,6.62,0.49,0.48,0.49,0.19,0.19,0.2,53.55,79.88,29.87
Chihuahua,Huejotitan,8033,0.95,Mestizo,5.77,5.42,6.13,0.61,0.78,0.53,0.2,0.16,0.24,45.08,80.8,9.37
Veracruz de Ignacio de la Llave,Otatitlan,30119,0.95,Mestizo,7.08,7.36,6.83,0.69,0.7,0.68,0.18,0.18,0.18,48.03,74.52,24.74
Veracruz de Ignacio de la Llave,Ozuluama de Mascarenas,30121,0.95,Mestizo,6.16,6.22,6.1,0.86,0.92,0.8,0.19,0.2,0.17,47.2,77.93,14.53
Morelos,Jantetelco,17010,0.95,Mestizo,7.72,7.75,7.69,0.65,0.61,0.69,0.26,0.25,0.26,49.72,72.56,28.54
Puebla,Huejotzingo,21074,0.94,Mestizo,8.32,8.56,8.11,0.85,0.85,0.84,0.24,0.26,0.23,52.25,75.88,30.68
Oaxaca,Soledad Etla,20539,0.94,Mestizo,8.56,8.82,8.32,0.87,0.92,0.83,0.24,0.26,0.22,57.82,77.42,39.83
Chiapas,Motozintla,7057,0.93,Mestizo,6.07,6.34,5.81,0.74,0.74,0.75,0.16,0.16,0.15,45.12,76.97,14.7
Mexico,Atenco,15011,0.93,Mestizo,8.65,8.83,8.48,0.7,0.69,0.72,0.3,0.32,0.29,52.54,74.64,31.18
Sinaloa,Elota,25008,0.92,Mestizo,7.3,7.14,7.46,0.71,0.69,0.72,0.17,0.16,0.18,51.84,74.98,27.33
Michoacan de Ocampo,Tanhuato,16086,0.92,Mestizo,6.52,6.53,6.52,0.74,0.75,0.73,0.17,0.17,0.17,45.87,73.81,19.83
Chihuahua,Aldama,8002,0.91,Mestizo,7.8,7.54,8.06,0.7,0.64,0.76,0.27,0.25,0.29,51.35,72.98,30.19
Veracruz de Ignacio de la Llave,Landero y Coss,30096,0.91,Mestizo,5.57,5.87,5.32,0.6,0.68,0.5,0.13,0.13,0.13,38.04,70.32,9.97
Oaxaca,Santiago Huauclilla,20463,0.9,Mestizo,5.16,5.68,4.67,0.94,0.83,1,0.16,0.2,0.11,40.44,64.66,17.67
Puebla,Cuautinchan,21040,0.9,Mestizo,6.43,6.6,6.27,0.66,0.69,0.63,0.25,0.27,0.23,49.47,78.24,22.56
Zacatecas,General Enrique Estrada,32013,0.9,Mestizo,7.17,6.98,7.35,0.71,0.75,0.67,0.22,0.2,0.23,46.18,73.16,20.22
Sinaloa,Navolato,25018,0.9,Mestizo,7.65,7.58,7.72,0.73,0.71,0.76,0.16,0.16,0.17,50.84,72.15,29.29
Chihuahua,Rosario,8056,0.89,Mestizo,5.47,5.1,5.86,0.56,0.59,0.54,0.14,0.12,0.17,38.66,67.35,8.8
Puebla,Coronango,21034,0.89,Mestizo,7.66,8.11,7.27,0.65,0.66,0.64,0.25,0.27,0.23,48.72,76.19,23.91
Tlaxcala,Cuaxomulco,29009,0.89,Mestizo,8.64,8.89,8.41,0.85,0.89,0.8,0.31,0.33,0.29,52.56,74.99,31.12
Puebla,Tulcingo,21191,0.89,Mestizo,5.17,5.4,4.99,0.83,0.75,0.92,0.15,0.16,0.14,44.3,71.52,21.6
Mexico,Valle de Bravo,15110,0.88,Mestizo,7.92,8.01,7.84,0.73,0.72,0.74,0.24,0.26,0.23,54.16,74.94,34.57
Chihuahua,Namiquipa,8048,0.88,Mestizo,6.76,6.54,6.99,0.58,0.55,0.61,0.2,0.18,0.22,48.79,77.77,18.95
Jalisco,Autlan de Navarro,14015,0.88,Mestizo,8.64,8.6,8.67,0.92,0.9,0.94,0.21,0.2,0.21,54.36,74,35.87
Veracruz de Ignacio de la Llave,San Rafael,30211,0.87,Mestizo,7.19,7.26,7.13,0.64,0.64,0.63,0.19,0.19,0.18,49.39,78.15,22.83
Hidalgo,Xochicoatlan,13079,0.87,Mestizo,6.28,6.48,6.09,0.84,0.89,0.79,0.26,0.28,0.23,44.8,74.02,16.8
Hidalgo,Santiago Tulantepec de Lugo Guerrero,13056,0.87,Mestizo,8.29,8.29,8.28,0.7,0.66,0.73,0.26,0.27,0.25,54.11,74.39,36.48
Sonora,Fronteras,26027,0.87,Mestizo,8.58,8.68,8.47,0.69,0.64,0.75,0.31,0.3,0.31,46.8,72.79,18.93
Nuevo Leon,Doctor Gonzalez,19016,0.87,Mestizo,6.88,6.83,6.93,0.77,0.63,0.95,0.27,0.27,0.27,49.73,72.21,25.71
Veracruz de Ignacio de la Llave,Jaltipan,30089,0.86,Mestizo,8.02,8.45,7.65,0.77,0.79,0.75,0.19,0.21,0.18,50.22,73.39,29.63
Nuevo Leon,Juarez,19031,0.86,Mestizo,9.02,9.1,8.94,0.78,0.78,0.77,0.39,0.38,0.39,57.09,80.08,34.03
Chihuahua,Jimenez,8036,0.86,Mestizo,8.46,8.27,8.65,0.76,0.78,0.74,0.25,0.25,0.26,51.03,71.91,30.46
Puebla,San Pedro Cholula,21140,0.86,Mestizo,9.51,9.79,9.27,0.93,0.93,0.94,0.18,0.2,0.17,53.75,74.7,35.19
Michoacan de Ocampo,Tancitaro,16083,0.86,Mestizo,5.74,5.5,5.97,0.7,0.68,0.72,0.18,0.16,0.2,47.92,79.29,17.14
Mexico,Ixtapan del Oro,15041,0.86,Mestizo,5.98,6.22,5.75,0.53,0.54,0.53,0.21,0.22,0.21,42.95,70.35,15.21
Oaxaca,Monjas,20061,0.86,Mestizo,4.36,4.72,4.07,0.42,0.35,0.49,0.14,0.16,0.12,56.52,75.94,40.52
Chiapas,Pichucalco,7068,0.86,Mestizo,7.07,7.25,6.9,0.96,0.93,0.99,0.16,0.16,0.15,48.83,75.87,22.63
